,text
266347,Chechens in Ukraine russia chechnya usa ukraine
266397,‼️the most powerful explosion right on the central square of Kharkov ukraine media az russia ukraine conflict putin
266421,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
266425,borodyanka Kyiv region still broken equipment russiaukrainewar
266456,Kyiv region destroyed bridge to Buchu russiaukrainewar
266488,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
266490,borodyanka Russian invaders fired at the mall and grocery supermarket russiaterroriststate russiaukrainewar russia russiaukraine russiaukraineconflict russiaukraine russiacountryaggressor russianinvasion russiacountryterrorist terrorism ukrainewar ukrainewar
266610,"about Ukrainian fighters died in Okhtyrka during an attack on a military unit, this was announced by the head of the Sumy region Dmitry Zhivitsky"
266631,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
266642,"Kherson, the group returned to the ring, carefully moving towards the lower railway crossing to the residential settlement, pay attention to the behavior when the car appears, take positions ready to open fire russiaukrainewar"
266682,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
266785,videos of captured soldiers in ukraine are played on federal russian channels iptv provider ottclub russia genocide
266786,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
266790,Kherson Russian occupiers fucked up to the civilian and led russiaukrainewar VSRF somewhere
266831,"about Ukrainian fighters died in Okhtyrka during an attack on a military unit, this was announced by the head of the Sumy region Dmitry Zhivitsky"
266844,borodyanka Kyiv region lined BMP russiaukrainewar
266896,and this seems to be the result of russiaukrainewar
266935,borodyanka Kyiv region still broken equipment russiaukrainewar
266937,can I quietly leave for the forest with Russian anti-aircraft gunners dergachi Kharkov region abandoned Tunguska air defense missile system or two russiaukrainewar
267026,this is how targeted ads on youtube for residents of russia look like now
267081,"kharkiv st sumskaya arrival of rsz rockets in the city center and this is not hail, apparently a hurricane or tornado russiaukrainewar"
267095,yesterday there was a photo of them now there is a video of a couple of abandoned Ukrainians in the village of gnatovo near mariupol russia russia russiainvadesukraine russaiukrainekonfilct ukrainian ukraine putin bidenswar russians russianarmy ajbalkans
267112,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
267136,"Kherson, the group returned to the ring, carefully moving towards the lower railway crossing to the residential settlement, pay attention to the behavior when the car appears, take positions ready to open fire russiaukrainewar"
267141,videos of captured soldiers in ukraine are played on federal russian channels iptv provider ottclub russia genocide
267169,"kharkiv st sumskaya arrival of rsz rockets in the city center and this is not hail, apparently a hurricane or tornado russiaukrainewar"
267277,"Kherson, the group returned to the ring, carefully moving towards the lower railway crossing to the residential settlement, pay attention to the behavior when the car appears, take positions ready to open fire russiaukrainewar"
267330,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
267339,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
267349,"“Russia always offers negotiations when it’s hard for it, when plans collapse to gain time to pull up forces to correct mistakes, find a weak spot and then strike with renewed vigor” Dzhokhar Dudev Ukraine ukraine ukrainerussiawar russiaukraineconflict stopputin russia"
267355,belarus ukraine russia the Kremlin does not hear the death cries of its own soldiers and does not notice that hundreds of tanks are burning for the Kremlin the ambitions of a pimple are more important than the tears of Russian mothers - the damned fool imagines himself a son of God
267363,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
267547,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
267601,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
267613,borodyanka Kyiv region still broken equipment russiaukrainewar
267630,borodyanka Kyiv region still broken equipment russiaukrainewar
267651,borodyanka Kyiv region lined BMP russiaukrainewar
267672,"kharkiv st sumskaya arrival of rsz rockets in the city center and this is not hail, apparently a hurricane or tornado russiaukrainewar"
267678,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
267680,ukrainian soldiers die for their country for their loved ones for their home for the future of their children russian soldiers die for the yachts of oligarchs mansions swiss education of officials' children and expensive peskov watches ukraine russia ukraine russia no war ukraine
267683,borodyanka kiev region broken and abandoned cars russiaukrainewar
267685,Kharkiv region broken supply convoy operator says friendly fire but locals are already draining fuel russiaukrainewar
267689,sister sister here is such a thing I am a prisoner in ukraine vsrf russiaukrainewar priluki
267709,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
267717,Kyiv region destroyed bridge to Buchu russiaukrainewar
267802,Donetsk region the situation in the morning Kirilenko russia ukraine war
267817,ukrainian military fire at tank russiaukrainewar
267832,kharkov city center moscow fag look wake up you will soon be eating stale bread damn whores
267839,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
267849,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
267868,"kharkiv st sumskaya arrival of rsz rockets in the city center and this is not hail, apparently a hurricane or tornado russiaukrainewar"
267886,"kharkiv st sumskaya arrival of rsz rockets in the city center and this is not hail, apparently a hurricane or tornado russiaukrainewar"
267916,kherson textile moving behind the factory epicenter is fighting infantry equipment ukraine tandem shumas they began to break up into smaller groups and walk around the areas of the air force russiaukrainewar
267920,Donetsk region the situation in the morning Kirilenko russia ukraine war
267941,Russian equipment and some kind of Kadyrovite date and place of filming unknown russiaukrainewar
267952,borodyanka Kyiv region still broken equipment russiaukrainewar
267963,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
268001,Donetsk region the situation in the morning Kirilenko russia ukraine war
268021,borodyanka Kyiv region lined BMP russiaukrainewar
268058,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
268070,Kherson reeds people move towards the city go through the fields VSRF russiaukrainewar
268071,borodyanka Kyiv region lined BMP russiaukrainewar
268092,missile attack on the Kharkiv regional administration Sumy kharkov ukraine ukrainerussiawar ukraine kharkiv kharkiv
